id,target,측정일시
32663,866.7440185546875,2024-12-07 06:00:00
32664,846.4171142578125,2024-12-07 06:15:00
32665,820.4910888671875,2024-12-07 06:30:00
32666,805.7982177734375,2024-12-07 06:45:00
32667,837.2083740234375,2024-12-07 07:00:00
32668,817.7760009765625,2024-12-07 07:15:00
32669,806.5836181640625,2024-12-07 07:30:00
32670,797.2774658203125,2024-12-07 07:45:00
32671,1808.40966796875,2024-12-07 08:00:00
32672,6640.212890625,2024-12-07 08:15:00
32673,10163.916015625,2024-12-07 08:30:00
32674,10261.0322265625,2024-12-07 08:45:00
32675,9995.92578125,2024-12-07 09:00:00
32676,9902.20703125,2024-12-07 09:15:00
32677,9821.595703125,2024-12-07 09:30:00
32678,9783.6103515625,2024-12-07 09:45:00
32679,9888.6083984375,2024-12-07 10:00:00
32680,9847.279296875,2024-12-07 10:15:00
32681,9846.6435546875,2024-12-07 10:30:00
32682,9814.1669921875,2024-12-07 10:45:00
32683,9361.9794921875,2024-12-07 11:00:00
32684,9385.8818359375,2024-12-07 11:15:00
32685,9387.2158203125,2024-12-07 11:30:00
32686,9343.259765625,2024-12-07 11:45:00
32687,9719.3671875,2024-12-07 12:00:00
32688,2601.47607421875,2024-12-07 12:15:00
32689,2554.559814453125,2024-12-07 12:30:00
32690,2514.45556640625,2024-12-07 12:45:00
32691,5592.638671875,2024-12-07 13:00:00
32692,9044.7080078125,2024-12-07 13:15:00
32693,9196.494140625,2024-12-07 13:30:00
32694,9234.2734375,2024-12-07 13:45:00
32695,10014.205078125,2024-12-07 14:00:00
32696,10005.2578125,2024-12-07 14:15:00
32697,10095.7470703125,2024-12-07 14:30:00
32698,10120.125,2024-12-07 14:45:00
32699,10273.998046875,2024-12-07 15:00:00
32700,10260.724609375,2024-12-07 15:15:00
32701,10272.21875,2024-12-07 15:30:00
32702,10264.671875,2024-12-07 15:45:00
32703,10414.009765625,2024-12-07 16:00:00
32704,10394.568359375,2024-12-07 16:15:00
32705,10394.7900390625,2024-12-07 16:30:00
32706,10400.384765625,2024-12-07 16:45:00
32707,9417.751953125,2024-12-07 17:00:00
32708,9485.7744140625,2024-12-07 17:15:00
32709,9486.357421875,2024-12-07 17:30:00
32710,9300.9033203125,2024-12-07 17:45:00
32711,8986.0625,2024-12-07 18:00:00
32712,8971.32421875,2024-12-07 18:15:00
32713,8936.751953125,2024-12-07 18:30:00
32714,8920.3271484375,2024-12-07 18:45:00
32715,9217.595703125,2024-12-07 19:00:00
32716,9238.814453125,2024-12-07 19:15:00
32717,9231.359375,2024-12-07 19:30:00
32718,9230.03125,2024-12-07 19:45:00
32719,9330.498046875,2024-12-07 20:00:00
32720,9275.7470703125,2024-12-07 20:15:00
32721,9295.5068359375,2024-12-07 20:30:00
32722,9279.95703125,2024-12-07 20:45:00
32723,5241.4453125,2024-12-07 21:00:00
32724,2927.265869140625,2024-12-07 21:15:00
32725,2798.84326171875,2024-12-07 21:30:00
32726,2813.111083984375,2024-12-07 21:45:00
32727,2523.390625,2024-12-07 22:00:00
32728,2298.396240234375,2024-12-07 22:15:00
32729,2285.529296875,2024-12-07 22:30:00
32730,2382.697998046875,2024-12-07 22:45:00
32731,2438.986328125,2024-12-07 23:00:00
32732,2070.668701171875,2024-12-07 23:15:00
32733,2217.002197265625,2024-12-07 23:30:00
32734,2198.02734375,2024-12-07 23:45:00
32831,1833.16162109375,2024-12-08 00:00:00
32736,1848.92724609375,2024-12-08 00:15:00
32737,1868.3984375,2024-12-08 00:30:00
32738,1888.3028564453125,2024-12-08 00:45:00
32739,1745.158203125,2024-12-08 01:00:00
32740,1763.701416015625,2024-12-08 01:15:00
32741,1784.7293701171875,2024-12-08 01:30:00
32742,1809.49755859375,2024-12-08 01:45:00
32743,955.6778564453124,2024-12-08 02:00:00
32744,972.6558837890624,2024-12-08 02:15:00
32745,990.6702880859376,2024-12-08 02:30:00
32746,1019.2086181640624,2024-12-08 02:45:00
32747,904.1048583984376,2024-12-08 03:00:00
32748,928.0465087890624,2024-12-08 03:15:00
32749,953.4456787109376,2024-12-08 03:30:00
32750,979.6165771484376,2024-12-08 03:45:00
32751,876.2032470703125,2024-12-08 04:00:00
32752,899.9825439453125,2024-12-08 04:15:00
32753,925.7801513671876,2024-12-08 04:30:00
32754,951.2083740234376,2024-12-08 04:45:00
32755,852.4420166015625,2024-12-08 05:00:00
32756,869.4493408203125,2024-12-08 05:15:00
32757,893.8402099609375,2024-12-08 05:30:00
32758,917.9144287109376,2024-12-08 05:45:00
32759,848.3406982421875,2024-12-08 06:00:00
32760,843.1783447265625,2024-12-08 06:15:00
32761,854.2935791015625,2024-12-08 06:30:00
32762,876.4603271484375,2024-12-08 06:45:00
32763,840.1324462890625,2024-12-08 07:00:00
32764,834.5921630859375,2024-12-08 07:15:00
32765,829.0989990234375,2024-12-08 07:30:00
32766,853.6842041015625,2024-12-08 07:45:00
32767,4247.357421875,2024-12-08 08:00:00
32768,5290.1494140625,2024-12-08 08:15:00
32769,6501.4365234375,2024-12-08 08:30:00
32770,6759.36669921875,2024-12-08 08:45:00
32771,5390.79833984375,2024-12-08 09:00:00
32772,8200.5029296875,2024-12-08 09:15:00
32773,8237.4326171875,2024-12-08 09:30:00
32774,8241.2021484375,2024-12-08 09:45:00
32775,8382.9609375,2024-12-08 10:00:00
32776,8626.15234375,2024-12-08 10:15:00
32777,8586.7236328125,2024-12-08 10:30:00
32778,8514.2255859375,2024-12-08 10:45:00
32779,8547.5341796875,2024-12-08 11:00:00
32780,8589.7705078125,2024-12-08 11:15:00
32781,8599.6416015625,2024-12-08 11:30:00
32782,8569.1943359375,2024-12-08 11:45:00
32783,7866.02294921875,2024-12-08 12:00:00
32784,2436.674072265625,2024-12-08 12:15:00
32785,2455.798828125,2024-12-08 12:30:00
32786,2446.35986328125,2024-12-08 12:45:00
32787,6323.0986328125,2024-12-08 13:00:00
32788,6619.26611328125,2024-12-08 13:15:00
32789,6977.27685546875,2024-12-08 13:30:00
32790,6930.8427734375,2024-12-08 13:45:00
32791,6922.47900390625,2024-12-08 14:00:00
32792,7117.7158203125,2024-12-08 14:15:00
32793,8747.09765625,2024-12-08 14:30:00
32794,8738.7822265625,2024-12-08 14:45:00
32795,8867.919921875,2024-12-08 15:00:00
32796,8862.6357421875,2024-12-08 15:15:00
32797,8860.4580078125,2024-12-08 15:30:00
32798,8848.056640625,2024-12-08 15:45:00
32799,8970.2763671875,2024-12-08 16:00:00
32800,8966.06640625,2024-12-08 16:15:00
32801,8962.890625,2024-12-08 16:30:00
32802,8954.9521484375,2024-12-08 16:45:00
32803,3170.931884765625,2024-12-08 17:00:00
32804,2839.915283203125,2024-12-08 17:15:00
32805,2802.996826171875,2024-12-08 17:30:00
32806,2799.279541015625,2024-12-08 17:45:00
32807,2448.059814453125,2024-12-08 18:00:00
32808,2430.67236328125,2024-12-08 18:15:00
32809,2345.65234375,2024-12-08 18:30:00
32810,2508.519287109375,2024-12-08 18:45:00
32811,2627.099853515625,2024-12-08 19:00:00
32812,2636.57861328125,2024-12-08 19:15:00
32813,2651.575927734375,2024-12-08 19:30:00
32814,2621.327880859375,2024-12-08 19:45:00
32815,2432.569091796875,2024-12-08 20:00:00
32816,2484.76123046875,2024-12-08 20:15:00
32817,2493.364013671875,2024-12-08 20:30:00
32818,2503.43896484375,2024-12-08 20:45:00
32819,2341.814453125,2024-12-08 21:00:00
32820,2584.224853515625,2024-12-08 21:15:00
32821,2518.52685546875,2024-12-08 21:30:00
32822,2522.83935546875,2024-12-08 21:45:00
32823,2265.9609375,2024-12-08 22:00:00
32824,1962.1474609375,2024-12-08 22:15:00
32825,1987.8304443359373,2024-12-08 22:30:00
32826,1991.0439453125,2024-12-08 22:45:00
32827,2179.809814453125,2024-12-08 23:00:00
32828,2147.843994140625,2024-12-08 23:15:00
32829,2155.13818359375,2024-12-08 23:30:00
32830,2162.162841796875,2024-12-08 23:45:00
32927,1889.1898193359373,2024-12-09 00:00:00
32832,1893.722900390625,2024-12-09 00:15:00
32833,1912.8935546875,2024-12-09 00:30:00
32834,1929.6114501953125,2024-12-09 00:45:00
32835,1840.6156005859373,2024-12-09 01:00:00
32836,1866.676025390625,2024-12-09 01:15:00
32837,1890.4805908203125,2024-12-09 01:30:00
32838,1914.4427490234373,2024-12-09 01:45:00
32839,1276.1583251953125,2024-12-09 02:00:00
32840,1313.8504638671875,2024-12-09 02:15:00
32841,1360.3187255859375,2024-12-09 02:30:00
32842,1410.7093505859375,2024-12-09 02:45:00
32843,1210.2330322265625,2024-12-09 03:00:00
32844,1251.7486572265625,2024-12-09 03:15:00
32845,1296.6466064453125,2024-12-09 03:30:00
32846,1346.6915283203125,2024-12-09 03:45:00
32847,1167.3140869140625,2024-12-09 04:00:00
32848,1186.5975341796875,2024-12-09 04:15:00
32849,1226.7176513671875,2024-12-09 04:30:00
32850,1272.3499755859375,2024-12-09 04:45:00
32851,1122.7000732421875,2024-12-09 05:00:00
32852,1140.6561279296875,2024-12-09 05:15:00
32853,1161.3660888671875,2024-12-09 05:30:00
32854,1194.5831298828125,2024-12-09 05:45:00
32855,1074.8438720703125,2024-12-09 06:00:00
32856,1092.1571044921875,2024-12-09 06:15:00
32857,1112.5465087890625,2024-12-09 06:30:00
32858,1134.5660400390625,2024-12-09 06:45:00
32859,1040.0455322265625,2024-12-09 07:00:00
32860,1059.5206298828125,2024-12-09 07:15:00
32861,1091.9058837890625,2024-12-09 07:30:00
32862,1159.3297119140625,2024-12-09 07:45:00
32863,3775.034912109375,2024-12-09 08:00:00
32864,4135.423828125,2024-12-09 08:15:00
32865,4936.7646484375,2024-12-09 08:30:00
32866,4429.92626953125,2024-12-09 08:45:00
32867,4060.12548828125,2024-12-09 09:00:00
32868,3419.615966796875,2024-12-09 09:15:00
32869,3428.69970703125,2024-12-09 09:30:00
32870,3463.2841796875,2024-12-09 09:45:00
32871,2171.58154296875,2024-12-09 10:00:00
32872,2173.21630859375,2024-12-09 10:15:00
32873,2143.93408203125,2024-12-09 10:30:00
32874,2105.837646484375,2024-12-09 10:45:00
32875,2155.017822265625,2024-12-09 11:00:00
32876,1834.27001953125,2024-12-09 11:15:00
32877,1768.6002197265625,2024-12-09 11:30:00
32878,1787.5206298828125,2024-12-09 11:45:00
32879,1903.9552001953125,2024-12-09 12:00:00
32880,1926.540771484375,2024-12-09 12:15:00
32881,2125.865234375,2024-12-09 12:30:00
32882,2104.303466796875,2024-12-09 12:45:00
32883,2195.98046875,2024-12-09 13:00:00
32884,2200.209716796875,2024-12-09 13:15:00
32885,2204.551025390625,2024-12-09 13:30:00
32886,2205.208251953125,2024-12-09 13:45:00
32887,2221.33154296875,2024-12-09 14:00:00
32888,2226.40087890625,2024-12-09 14:15:00
32889,2230.50927734375,2024-12-09 14:30:00
32890,2234.487060546875,2024-12-09 14:45:00
32891,2262.723388671875,2024-12-09 15:00:00
32892,2266.9248046875,2024-12-09 15:15:00
32893,2270.743896484375,2024-12-09 15:30:00
32894,2274.670654296875,2024-12-09 15:45:00
32895,2323.621826171875,2024-12-09 16:00:00
32896,2287.572021484375,2024-12-09 16:15:00
32897,2291.4208984375,2024-12-09 16:30:00
32898,2335.330078125,2024-12-09 16:45:00
32899,2295.16552734375,2024-12-09 17:00:00
32900,2300.5595703125,2024-12-09 17:15:00
32901,2301.011962890625,2024-12-09 17:30:00
32902,2306.556884765625,2024-12-09 17:45:00
32903,1976.2332763671875,2024-12-09 18:00:00
32904,1816.248291015625,2024-12-09 18:15:00
32905,1818.4461669921875,2024-12-09 18:30:00
32906,1972.197021484375,2024-12-09 18:45:00
32907,2284.141357421875,2024-12-09 19:00:00
32908,2288.8115234375,2024-12-09 19:15:00
32909,2293.541748046875,2024-12-09 19:30:00
32910,2295.016845703125,2024-12-09 19:45:00
32911,2282.91357421875,2024-12-09 20:00:00
32912,2273.421630859375,2024-12-09 20:15:00
32913,2272.331787109375,2024-12-09 20:30:00
32914,2276.1416015625,2024-12-09 20:45:00
32915,2260.967041015625,2024-12-09 21:00:00
32916,2271.1865234375,2024-12-09 21:15:00
32917,2280.577392578125,2024-12-09 21:30:00
32918,2291.249755859375,2024-12-09 21:45:00
32919,2006.3218994140625,2024-12-09 22:00:00
32920,1738.8016357421875,2024-12-09 22:15:00
32921,1907.129638671875,2024-12-09 22:30:00
32922,1927.9246826171875,2024-12-09 22:45:00
32923,2033.39599609375,2024-12-09 23:00:00
32924,1999.5899658203125,2024-12-09 23:15:00
32925,2009.20849609375,2024-12-09 23:30:00
32926,2009.0518798828125,2024-12-09 23:45:00
33023,1901.6131591796875,2024-12-10 00:00:00
32928,1910.7894287109373,2024-12-10 00:15:00
32929,1933.170654296875,2024-12-10 00:30:00
32930,1957.99951171875,2024-12-10 00:45:00
32931,1810.589599609375,2024-12-10 01:00:00
32932,1836.629150390625,2024-12-10 01:15:00
32933,1863.6822509765625,2024-12-10 01:30:00
32934,1887.77978515625,2024-12-10 01:45:00
32935,899.6231689453125,2024-12-10 02:00:00
32936,943.7550048828124,2024-12-10 02:15:00
32937,985.3309326171876,2024-12-10 02:30:00
32938,1028.4779052734375,2024-12-10 02:45:00
32939,866.9561767578125,2024-12-10 03:00:00
32940,883.7730712890625,2024-12-10 03:15:00
32941,922.4691162109376,2024-12-10 03:30:00
32942,967.4053955078124,2024-12-10 03:45:00
32943,836.5318603515625,2024-12-10 04:00:00
32944,848.9227294921875,2024-12-10 04:15:00
32945,868.0123291015625,2024-12-10 04:30:00
32946,906.6453857421876,2024-12-10 04:45:00
32947,827.9932861328125,2024-12-10 05:00:00
32948,823.4591064453125,2024-12-10 05:15:00
32949,823.4288330078125,2024-12-10 05:30:00
32950,842.5545654296875,2024-12-10 05:45:00
32951,811.2664794921875,2024-12-10 06:00:00
32952,803.5953369140625,2024-12-10 06:15:00
32953,796.5059814453125,2024-12-10 06:30:00
32954,789.6221923828125,2024-12-10 06:45:00
32955,794.7867431640625,2024-12-10 07:00:00
32956,789.3011474609375,2024-12-10 07:15:00
32957,785.2901611328125,2024-12-10 07:30:00
32958,772.1270751953125,2024-12-10 07:45:00
32959,1860.677734375,2024-12-10 08:00:00
32960,6168.01611328125,2024-12-10 08:15:00
32961,10297.9677734375,2024-12-10 08:30:00
32962,10417.984375,2024-12-10 08:45:00
32963,10107.4873046875,2024-12-10 09:00:00
32964,9949.2646484375,2024-12-10 09:15:00
32965,9847.1201171875,2024-12-10 09:30:00
32966,9816.8720703125,2024-12-10 09:45:00
32967,9858.3525390625,2024-12-10 10:00:00
32968,9992.1943359375,2024-12-10 10:15:00
32969,9983.947265625,2024-12-10 10:30:00
32970,9977.18359375,2024-12-10 10:45:00
32971,9357.55078125,2024-12-10 11:00:00
32972,9375.29296875,2024-12-10 11:15:00
32973,9380.369140625,2024-12-10 11:30:00
32974,9395.2060546875,2024-12-10 11:45:00
32975,9901.142578125,2024-12-10 12:00:00
32976,2552.65234375,2024-12-10 12:15:00
32977,2559.79052734375,2024-12-10 12:30:00
32978,2544.748046875,2024-12-10 12:45:00
32979,5845.8564453125,2024-12-10 13:00:00
32980,8977.287109375,2024-12-10 13:15:00
32981,9257.337890625,2024-12-10 13:30:00
32982,9217.384765625,2024-12-10 13:45:00
32983,9968.181640625,2024-12-10 14:00:00
32984,9974.333984375,2024-12-10 14:15:00
32985,10145.9462890625,2024-12-10 14:30:00
32986,10168.3076171875,2024-12-10 14:45:00
32987,10298.5283203125,2024-12-10 15:00:00
32988,10300.90234375,2024-12-10 15:15:00
32989,10320.578125,2024-12-10 15:30:00
32990,10319.142578125,2024-12-10 15:45:00
32991,10460.884765625,2024-12-10 16:00:00
32992,10458.1220703125,2024-12-10 16:15:00
32993,10470.3388671875,2024-12-10 16:30:00
32994,10469.68359375,2024-12-10 16:45:00
32995,9444.353515625,2024-12-10 17:00:00
32996,9572.666015625,2024-12-10 17:15:00
32997,9573.38671875,2024-12-10 17:30:00
32998,9344.82421875,2024-12-10 17:45:00
32999,8991.404296875,2024-12-10 18:00:00
33000,9013.091796875,2024-12-10 18:15:00
33001,8990.4638671875,2024-12-10 18:30:00
33002,8980.87109375,2024-12-10 18:45:00
33003,9220.75,2024-12-10 19:00:00
33004,9261.8115234375,2024-12-10 19:15:00
33005,9281.2294921875,2024-12-10 19:30:00
33006,9294.9873046875,2024-12-10 19:45:00
33007,9333.685546875,2024-12-10 20:00:00
33008,9281.533203125,2024-12-10 20:15:00
33009,9334.62109375,2024-12-10 20:30:00
33010,9329.509765625,2024-12-10 20:45:00
33011,5593.958984375,2024-12-10 21:00:00
33012,3073.364990234375,2024-12-10 21:15:00
33013,2884.15576171875,2024-12-10 21:30:00
33014,2907.819091796875,2024-12-10 21:45:00
33015,2697.15087890625,2024-12-10 22:00:00
33016,2677.17529296875,2024-12-10 22:15:00
33017,2682.419921875,2024-12-10 22:30:00
33018,2650.66650390625,2024-12-10 22:45:00
33019,2870.87158203125,2024-12-10 23:00:00
33020,2134.701171875,2024-12-10 23:15:00
33021,2268.669677734375,2024-12-10 23:30:00
33022,2259.85986328125,2024-12-10 23:45:00
33119,2140.36181640625,2024-12-11 00:00:00
33024,2046.7781982421875,2024-12-11 00:15:00
33025,2067.753662109375,2024-12-11 00:30:00
33026,2090.03662109375,2024-12-11 00:45:00
33027,1850.2265625,2024-12-11 01:00:00
33028,1842.0498046875,2024-12-11 01:15:00
33029,1867.9044189453125,2024-12-11 01:30:00
33030,1888.6639404296875,2024-12-11 01:45:00
33031,878.1947021484375,2024-12-11 02:00:00
33032,897.3358154296875,2024-12-11 02:15:00
33033,916.1019287109376,2024-12-11 02:30:00
33034,926.2147216796876,2024-12-11 02:45:00
33035,835.2576904296875,2024-12-11 03:00:00
33036,832.4444580078125,2024-12-11 03:15:00
33037,845.7928466796875,2024-12-11 03:30:00
33038,861.5074462890625,2024-12-11 03:45:00
33039,805.7762451171875,2024-12-11 04:00:00
33040,800.5601806640625,2024-12-11 04:15:00
33041,801.6287841796875,2024-12-11 04:30:00
33042,805.1561279296875,2024-12-11 04:45:00
33043,802.1224365234375,2024-12-11 05:00:00
33044,792.0113525390625,2024-12-11 05:15:00
33045,789.1815185546875,2024-12-11 05:30:00
33046,788.4947509765625,2024-12-11 05:45:00
33047,792.0347900390625,2024-12-11 06:00:00
33048,777.3536376953125,2024-12-11 06:15:00
33049,765.7957763671875,2024-12-11 06:30:00
33050,763.4237060546875,2024-12-11 06:45:00
33051,773.7645263671875,2024-12-11 07:00:00
33052,760.4134521484375,2024-12-11 07:15:00
33053,749.1583251953125,2024-12-11 07:30:00
33054,749.2891845703125,2024-12-11 07:45:00
33055,1475.4329833984375,2024-12-11 08:00:00
33056,6622.19677734375,2024-12-11 08:15:00
33057,10465.4619140625,2024-12-11 08:30:00
33058,10582.2822265625,2024-12-11 08:45:00
33059,10239.947265625,2024-12-11 09:00:00
33060,9766.4833984375,2024-12-11 09:15:00
33061,9647.544921875,2024-12-11 09:30:00
33062,9597.1455078125,2024-12-11 09:45:00
33063,9657.818359375,2024-12-11 10:00:00
33064,9800.3798828125,2024-12-11 10:15:00
33065,9789.5361328125,2024-12-11 10:30:00
33066,9784.912109375,2024-12-11 10:45:00
33067,9172.9287109375,2024-12-11 11:00:00
33068,9202.375,2024-12-11 11:15:00
33069,9205.11328125,2024-12-11 11:30:00
33070,9222.1171875,2024-12-11 11:45:00
33071,9847.30078125,2024-12-11 12:00:00
33072,2609.81298828125,2024-12-11 12:15:00
33073,2599.037353515625,2024-12-11 12:30:00
33074,2568.14794921875,2024-12-11 12:45:00
33075,5716.619140625,2024-12-11 13:00:00
33076,9072.783203125,2024-12-11 13:15:00
33077,9179.2119140625,2024-12-11 13:30:00
33078,9051.7578125,2024-12-11 13:45:00
33079,9859.1611328125,2024-12-11 14:00:00
33080,9867.208984375,2024-12-11 14:15:00
33081,9977.7861328125,2024-12-11 14:30:00
33082,9987.2958984375,2024-12-11 14:45:00
33083,10135.0732421875,2024-12-11 15:00:00
33084,10135.0830078125,2024-12-11 15:15:00
33085,10139.6748046875,2024-12-11 15:30:00
33086,10138.10546875,2024-12-11 15:45:00
33087,10289.8828125,2024-12-11 16:00:00
33088,10289.78515625,2024-12-11 16:15:00
33089,10289.4306640625,2024-12-11 16:30:00
33090,10288.6396484375,2024-12-11 16:45:00
33091,9460.158203125,2024-12-11 17:00:00
33092,9548.1015625,2024-12-11 17:15:00
33093,9561.8232421875,2024-12-11 17:30:00
33094,9388.6025390625,2024-12-11 17:45:00
33095,9082.1416015625,2024-12-11 18:00:00
33096,9067.5302734375,2024-12-11 18:15:00
33097,9033.1337890625,2024-12-11 18:30:00
33098,9015.6455078125,2024-12-11 18:45:00
33099,9314.318359375,2024-12-11 19:00:00
33100,9335.9228515625,2024-12-11 19:15:00
33101,9328.67578125,2024-12-11 19:30:00
33102,9319.109375,2024-12-11 19:45:00
33103,9427.2001953125,2024-12-11 20:00:00
33104,9372.421875,2024-12-11 20:15:00
33105,9392.3095703125,2024-12-11 20:30:00
33106,9374.994140625,2024-12-11 20:45:00
33107,5535.9541015625,2024-12-11 21:00:00
33108,3033.53076171875,2024-12-11 21:15:00
33109,2863.285400390625,2024-12-11 21:30:00
33110,2866.29052734375,2024-12-11 21:45:00
33111,2765.3720703125,2024-12-11 22:00:00
33112,3334.641357421875,2024-12-11 22:15:00
33113,3315.274169921875,2024-12-11 22:30:00
33114,3283.118896484375,2024-12-11 22:45:00
33115,3531.252197265625,2024-12-11 23:00:00
33116,3111.636962890625,2024-12-11 23:15:00
33117,3153.7255859375,2024-12-11 23:30:00
33118,3135.837890625,2024-12-11 23:45:00
33215,2078.34619140625,2024-12-12 00:00:00
33120,2076.1845703125,2024-12-12 00:15:00
33121,2075.10302734375,2024-12-12 00:30:00
33122,2078.234375,2024-12-12 00:45:00
33123,1792.2113037109375,2024-12-12 01:00:00
33124,1800.3133544921875,2024-12-12 01:15:00
33125,1821.034423828125,2024-12-12 01:30:00
33126,1841.5126953125,2024-12-12 01:45:00
33127,841.6556396484375,2024-12-12 02:00:00
33128,838.6146240234375,2024-12-12 02:15:00
33129,835.7889404296875,2024-12-12 02:30:00
33130,828.6846923828125,2024-12-12 02:45:00
33131,803.7789306640625,2024-12-12 03:00:00
33132,795.7132568359375,2024-12-12 03:15:00
33133,796.3509521484375,2024-12-12 03:30:00
33134,797.7298583984375,2024-12-12 03:45:00
33135,797.6370849609375,2024-12-12 04:00:00
33136,788.8135986328125,2024-12-12 04:15:00
33137,788.1114501953125,2024-12-12 04:30:00
33138,788.7633056640625,2024-12-12 04:45:00
33139,792.6910400390625,2024-12-12 05:00:00
33140,782.5748291015625,2024-12-12 05:15:00
33141,774.1121826171875,2024-12-12 05:30:00
33142,771.8800048828125,2024-12-12 05:45:00
33143,780.6043701171875,2024-12-12 06:00:00
33144,765.2659912109375,2024-12-12 06:15:00
33145,750.2088623046875,2024-12-12 06:30:00
33146,746.4691162109375,2024-12-12 06:45:00
33147,761.6973876953125,2024-12-12 07:00:00
33148,748.3660888671875,2024-12-12 07:15:00
33149,737.1236572265625,2024-12-12 07:30:00
33150,732.3680419921875,2024-12-12 07:45:00
33151,1328.5377197265625,2024-12-12 08:00:00
33152,6719.42138671875,2024-12-12 08:15:00
33153,10883.4111328125,2024-12-12 08:30:00
33154,11015.4013671875,2024-12-12 08:45:00
33155,10191.6845703125,2024-12-12 09:00:00
33156,9737.369140625,2024-12-12 09:15:00
33157,9607.5107421875,2024-12-12 09:30:00
33158,9572.0380859375,2024-12-12 09:45:00
33159,9620.6484375,2024-12-12 10:00:00
33160,9715.5927734375,2024-12-12 10:15:00
33161,9704.8662109375,2024-12-12 10:30:00
33162,9682.0595703125,2024-12-12 10:45:00
33163,9129.7978515625,2024-12-12 11:00:00
33164,9155.26171875,2024-12-12 11:15:00
33165,9155.94140625,2024-12-12 11:30:00
33166,9150.744140625,2024-12-12 11:45:00
33167,9606.3759765625,2024-12-12 12:00:00
33168,2588.983642578125,2024-12-12 12:15:00
33169,2564.062255859375,2024-12-12 12:30:00
33170,2553.09033203125,2024-12-12 12:45:00
33171,5680.4970703125,2024-12-12 13:00:00
33172,9044.025390625,2024-12-12 13:15:00
33173,9063.5966796875,2024-12-12 13:30:00
33174,8971.9375,2024-12-12 13:45:00
33175,9780.9833984375,2024-12-12 14:00:00
33176,9780.7001953125,2024-12-12 14:15:00
33177,9908.1650390625,2024-12-12 14:30:00
33178,9941.2685546875,2024-12-12 14:45:00
33179,10065.462890625,2024-12-12 15:00:00
33180,10065.4736328125,2024-12-12 15:15:00
33181,10097.8115234375,2024-12-12 15:30:00
33182,10096.244140625,2024-12-12 15:45:00
33183,10227.80859375,2024-12-12 16:00:00
33184,10228.279296875,2024-12-12 16:15:00
33185,10233.96484375,2024-12-12 16:30:00
33186,10239.5830078125,2024-12-12 16:45:00
33187,9474.6552734375,2024-12-12 17:00:00
33188,9476.3486328125,2024-12-12 17:15:00
33189,9490.162109375,2024-12-12 17:30:00
33190,9389.2275390625,2024-12-12 17:45:00
33191,9078.31640625,2024-12-12 18:00:00
33192,9064.9580078125,2024-12-12 18:15:00
33193,9031.2978515625,2024-12-12 18:30:00
33194,9013.697265625,2024-12-12 18:45:00
33195,9313.9296875,2024-12-12 19:00:00
33196,9336.185546875,2024-12-12 19:15:00
33197,9329.330078125,2024-12-12 19:30:00
33198,9323.8916015625,2024-12-12 19:45:00
33199,9426.865234375,2024-12-12 20:00:00
33200,9372.9072265625,2024-12-12 20:15:00
33201,9393.1767578125,2024-12-12 20:30:00
33202,9375.5341796875,2024-12-12 20:45:00
33203,5156.55126953125,2024-12-12 21:00:00
33204,2992.330810546875,2024-12-12 21:15:00
33205,2759.49560546875,2024-12-12 21:30:00
33206,2784.064453125,2024-12-12 21:45:00
33207,2489.729248046875,2024-12-12 22:00:00
33208,2087.823486328125,2024-12-12 22:15:00
33209,2091.579345703125,2024-12-12 22:30:00
33210,2033.1195068359373,2024-12-12 22:45:00
33211,2213.61767578125,2024-12-12 23:00:00
33212,2289.522216796875,2024-12-12 23:15:00
33213,2404.56201171875,2024-12-12 23:30:00
33214,2395.643798828125,2024-12-12 23:45:00
33311,2099.459228515625,2024-12-13 00:00:00
33216,2098.67529296875,2024-12-13 00:15:00
33217,2114.359619140625,2024-12-13 00:30:00
33218,2133.942138671875,2024-12-13 00:45:00
33219,1794.3387451171875,2024-12-13 01:00:00
33220,1821.2364501953125,2024-12-13 01:15:00
33221,1848.4371337890625,2024-12-13 01:30:00
33222,1871.6185302734373,2024-12-13 01:45:00
33223,824.3851318359375,2024-12-13 02:00:00
33224,846.8553466796875,2024-12-13 02:15:00
33225,888.5513916015625,2024-12-13 02:30:00
33226,935.8070068359376,2024-12-13 02:45:00
33227,827.0401611328125,2024-12-13 03:00:00
33228,819.5316162109375,2024-12-13 03:15:00
33229,819.4654541015625,2024-12-13 03:30:00
33230,864.1739501953125,2024-12-13 03:45:00
33231,825.1954345703125,2024-12-13 04:00:00
33232,816.4986572265625,2024-12-13 04:15:00
33233,807.3861083984375,2024-12-13 04:30:00
33234,803.3436279296875,2024-12-13 04:45:00
33235,820.1993408203125,2024-12-13 05:00:00
33236,807.2772216796875,2024-12-13 05:15:00
33237,793.1241455078125,2024-12-13 05:30:00
33238,778.8358154296875,2024-12-13 05:45:00
33239,803.5689697265625,2024-12-13 06:00:00
33240,788.3702392578125,2024-12-13 06:15:00
33241,773.4080810546875,2024-12-13 06:30:00
33242,758.9666748046875,2024-12-13 06:45:00
33243,784.1844482421875,2024-12-13 07:00:00
33244,770.9654541015625,2024-12-13 07:15:00
33245,759.7928466796875,2024-12-13 07:30:00
33246,752.4918212890625,2024-12-13 07:45:00
33247,1227.9874267578125,2024-12-13 08:00:00
33248,6759.005859375,2024-12-13 08:15:00
